Mod:Item:MetaData, Localized Name
Thaumcraft:ItemGolemUpgrade:4, Golem Upgrade: Order
Thaumcraft:ItemGolemUpgrade:5, Golem Upgrade: Entropy
Thaumcraft:GolemBell, Golemancer's Bell
Thaumcraft:ItemGolemDecoration:0, Accessory: Top Hat
Thaumcraft:ItemGolemDecoration:1, Accessory: Spectacles
Thaumcraft:ItemGolemDecoration:2, Accessory: Bowtie
Thaumcraft:ItemGolemDecoration:3, Accessory: Fez
Thaumcraft:ItemGolemDecoration:4, Accessory: Dart Launcher
Thaumcraft:ItemGolemDecoration:5, Accessory: Visor
Thaumcraft:ItemGolemDecoration:6, Accessory: Iron Plating
Thaumcraft:ItemGolemDecoration:7, Accessory: Mace Arm
Thaumcraft:ItemBowBone, Bow of Bone
Thaumcraft:PrimalArrow:0, Air Arrow
Thaumcraft:PrimalArrow:1, Fire Arrow
Thaumcraft:PrimalArrow:2, Water Arrow
Thaumcraft:PrimalArrow:3, Earth Arrow
Thaumcraft:PrimalArrow:4, Order Arrow
Thaumcraft:PrimalArrow:5, Entropy Arrow
Thaumcraft:ItemResonator, Essentia Resonator
Thaumcraft:ItemBaubleBlanks:0, Mundane Amulet
Thaumcraft:ItemBaubleBlanks:1, Mundane Ring
Thaumcraft:ItemBaubleBlanks:2, Mundane Belt
Thaumcraft:ItemAmuletRunic:0, Amulet of Runic Shielding
Thaumcraft:ItemAmuletRunic:1, Amulet of Emergency Shielding
Thaumcraft:ItemRingRunic:0, Ring of Protection
Thaumcraft:ItemRingRunic:1, Ring of Runic Shielding
Thaumcraft:ItemRingRunic:2, Charged Ring of Shielding
Thaumcraft:ItemRingRunic:3, Revitalizing Ring of Shielding
Thaumcraft:ItemGirdleRunic:0, Girdle of Runic Shielding
Thaumcraft:ItemGirdleRunic:1, Kinetic Girdle of Shielding
Thaumcraft:ItemAmuletVis:0, Vis Stone
Thaumcraft:ItemAmuletVis:1, Amulet of Vis Storage
Thaumcraft:ItemGirdleHover:0, Thaumostatic Girdle
Thaumcraft:ItemZombieBrain, Zombie Brain
Thaumcraft:ItemBathSalts, Purifying Bath Salts
Thaumcraft:ItemCrystalEssence:0, Crystallized Essence
Thaumcraft:ItemBucketDeath, Bucket of Liquid Death
Thaumcraft:ItemBucketPure, Bucket of Purifying Fluid
Thaumcraft:ItemHelmetFortress, Thaumium Fortress Helm
Thaumcraft:ItemChestplateFortress, Thaumium Fortress Cuirass
Thaumcraft:ItemLeggingsFortress, Thaumium Fortress Thigh Guards
Thaumcraft:ItemEldritchObject:0, Eldritch Eye
Thaumcraft:ItemEldritchObject:1, Crimson Rites
Thaumcraft:ItemEldritchObject:2, Runed Tablet
Thaumcraft:ItemEldritchObject:3, Primordial Pearl
Thaumcraft:ItemEldritchObject:4, Eldritch Obelisk Placer
Thaumcraft:ItemHelmetVoid, Void Helm
Thaumcraft:ItemChestplateVoid, Void Chestplate
Thaumcraft:ItemLeggingsVoid, Void Leggings
Thaumcraft:ItemBootsVoid, Void Boots
Thaumcraft:ItemShovelVoid, Void Shovel
Thaumcraft:ItemPickVoid, Void Pickaxe
Thaumcraft:ItemAxeVoid, Void Axe
Thaumcraft:ItemSwordVoid, Void Sword
Thaumcraft:ItemHoeVoid, Void Hoe
Thaumcraft:ItemHelmetVoidFortress, Void Thaumaturge Hood
Thaumcraft:ItemChestplateVoidFortress, Void Thaumaturge Robe
Thaumcraft:ItemLeggingsVoidFortress, Void Thaumaturge Leggings
Thaumcraft:ItemSanitySoap, Sanitizing Soap
Thaumcraft:ItemSanityChecker, Sanity Checker
Thaumcraft:ItemBottleTaint, Bottled Taint
Thaumcraft:ItemHelmetCultistRobe, Crimson Cult Hood
Thaumcraft:ItemChestplateCultistRobe, Crimson Cult Robe
Thaumcraft:ItemLeggingsCultistRobe, Crimson Cult Leggings
Thaumcraft:ItemBootsCultist, Crimson Cult Boots
Thaumcraft:ItemHelmetCultistPlate, Crimson Cult Helm
Thaumcraft:ItemChestplateCultistPlate, Crimson Cult Chestplate
Thaumcraft:ItemLeggingsCultistPlate, Crimson Cult Greaves
Thaumcraft:ItemHelmetCultistLeaderPlate, Crimson Praetor Helm
Thaumcraft:ItemChestplateCultistLeaderPlate, Crimson Praetor Chestplate
Thaumcraft:ItemLeggingsCultistLeaderPlate, Crimson Praetor Greaves
Thaumcraft:ItemSwordCrimson, Crimson Blade
Thaumcraft:ItemLootBag:0, Common Treasure
Thaumcraft:ItemLootBag:1, Uncommon Treasure
Thaumcraft:ItemLootBag:2, Rare Treasure
Thaumcraft:ItemCompassStone:0, Sinister Lodestone
Thaumcraft:ItemPrimalCrusher, Primal Crusher
Botania:lexicon, item.lexicon.name
Botania:petal:0, Mystical White Petal
Botania:petal:1, Mystical Orange Petal
Botania:petal:2, Mystical Magenta Petal
Botania:petal:3, Mystical Light Blue Petal
Botania:petal:4, Mystical Yellow Petal
Botania:petal:5, Mystical Lime Petal
Botania:petal:6, Mystical Pink Petal
Botania:petal:7, Mystical Gray Petal
Botania:petal:8, Mystical Light Gray Petal
Botania:petal:9, Mystical Cyan Petal
Botania:petal:10, Mystical Purple Petal
Botania:petal:11, Mystical Blue Petal
Botania:petal:12, Mystical Brown Petal
Botania:petal:13, Mystical Green Petal
Botania:petal:14, Mystical Red Petal
Botania:petal:15, Mystical Black Petal
Botania:dye:0, Floral White Powder
Botania:dye:1, Floral Orange Powder
Botania:dye:2, Floral Magenta Powder
Botania:dye:3, Floral Light Blue Powder
Botania:dye:4, Floral Yellow Powder
Botania:dye:5, Floral Lime Powder
Botania:dye:6, Floral Pink Powder
Botania:dye:7, Floral Gray Powder
Botania:dye:8, Floral Light Gray Powder
Botania:dye:9, Floral Cyan Powder
Botania:dye:10, Floral Purple Powder
Botania:dye:11, Floral Blue Powder
Botania:dye:12, Floral Brown Powder
Botania:dye:13, Floral Green Powder
Botania:dye:14, Floral Red Powder
Botania:dye:15, Floral Black Powder
Botania:pestleAndMortar, item.pestleAndMortar.name
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:manaResource:0, Manasteel Ingot
Botania:manaResource:1, Mana Pearl
Botania:manaResource:2, Mana Diamond
Botania:manaResource:3, Livingwood Twig
Botania:manaResource:4, Terrasteel Ingot
Botania:manaResource:5, Gaia Spirit
Botania:manaResource:6, Redstone Root
Botania:manaResource:7, Elementium Ingot
Botania:manaResource:8, Pixie Dust
Botania:manaResource:9, Dragonstone
Botania:manaResource:10, Prismarine Shard
Botania:manaResource:11, Crafting Placeholder
Botania:manaResource:12, Red String
Botania:manaResource:13, Dreamwood Twig
Botania:manaResource:14, Gaia Spirit Ingot
Botania:manaResource:15, Ender Air Bottle
Botania:manaResource:16, Mana Infused String
Botania:manaResource:17, Manasteel Nugget
Botania:manaResource:18, Terrasteel Nugget
Botania:manaResource:19, Elementium Nugget
Botania:manaResource:22, Manaweave Cloth
Botania:manaResource:23, Mana Powder
Botania:lens:0, Mana Lens
Botania:lens:1, Mana Lens: Velocity
Botania:lens:2, Mana Lens: Potency
Botania:lens:3, Mana Lens: Resistance
Botania:lens:4, Mana Lens: Efficiency
Botania:lens:5, Mana Lens: Bounce
Botania:lens:6, Mana Lens: Gravity
Botania:lens:7, Mana Lens: Bore
Botania:lens:8, Mana Lens: Damaging
Botania:lens:9, Mana Lens: Phantom
Botania:lens:10, Mana Lens: Magnetizing
Botania:lens:11, Mana Lens: Entropic
Botania:lens:12, Mana Lens: Influence
Botania:lens:13, Mana Lens: Weight
Botania:lens:14, Mana Lens: Paintslinger
Botania:lens:15, Mana Lens: Kindle
Botania:lens:16, Mana Lens: Force
Botania:lens:17, Mana Lens: Flash
Botania:lens:18, Mana Lens: Warp
Botania:lens:19, Mana Lens: Redirective
Botania:lens:20, Mana Lens: Celebratory
Botania:lens:21, Mana Lens: Flare
Botania:rune:0, Rune of Water
Botania:rune:1, Rune of Fire
Botania:rune:2, Rune of Earth
Botania:rune:3, Rune of Air
Botania:rune:4, Rune of Spring
Botania:rune:5, Rune of Summer
Botania:rune:6, Rune of Autumn
Botania:rune:7, Rune of Winter
Botania:rune:8, Rune of Mana
Botania:rune:9, Rune of Lust
Botania:rune:10, Rune of Gluttony
Botania:rune:11, Rune of Greed
Botania:rune:12, Rune of Sloth
Botania:rune:13, Rune of Wrath
Botania:rune:14, Rune of Envy
Botania:rune:15, Rune of Pride
Botania:signalFlare, item.signalFlare.name
Botania:manaTablet, item.manaTablet.name
Botania:manaGun, item.manaGun.name
Botania:manaCookie, item.manaCookie.name
Botania:fertilizer, item.fertilizer.name
Botania:grassSeeds:0, Pasture Seeds
Botania:grassSeeds:1, Boreal Seeds
Botania:grassSeeds:2, Infestation Spores
Botania:grassSeeds:3, Dry Pasture Seeds
Botania:grassSeeds:4, Golden Pasture Seeds
Botania:grassSeeds:5, Vivid Pasture Seeds
Botania:grassSeeds:6, Scorched Pasture Seeds
Botania:grassSeeds:7, Infused Pasture Seeds
Botania:grassSeeds:8, Mutated Pasture Seeds
Botania:dirtRod, item.dirtRod.name
Botania:terraformRod, item.terraformRod.name
Botania:grassHorn:0, Horn of the Wild
Botania:grassHorn:1, Horn of the Canopy
Botania:grassHorn:2, Horn of the Covering
Botania:manaMirror, item.manaMirror.name
Botania:manasteelHelm, item.manasteelHelm.name
Botania:manasteelHelmReveal, item.manasteelHelmReveal.name
Botania:manasteelChest, item.manasteelChest.name
Botania:manasteelLegs, item.manasteelLegs.name
Botania:manasteelBoots, item.manasteelBoots.name
Botania:manasteelPick, item.manasteelPick.name
Botania:manasteelShovel, item.manasteelShovel.name
Botania:manasteelAxe, item.manasteelAxe.name
Botania:manasteelSword, item.manasteelSword.name
Botania:manasteelShears, item.manasteelShears.name
Botania:terrasteelHelm, item.terrasteelHelm.name
Botania:terrasteelHelmReveal, item.terrasteelHelmReveal.name
Botania:terrasteelChest, item.terrasteelChest.name
Botania:terrasteelLegs, item.terrasteelLegs.name
Botania:terrasteelBoots, item.terrasteelBoots.name
Botania:terraSword, item.terraSword.name
Botania:tinyPlanet, item.tinyPlanet.name
Botania:manaRing, item.manaRing.name
Botania:auraRing, item.auraRing.name
Botania:manaRingGreater, item.manaRingGreater.name
Botania:auraRingGreater, item.auraRingGreater.name
Botania:travelBelt, item.travelBelt.name
Botania:knockbackBelt, item.knockbackBelt.name
Botania:icePendant, item.icePendant.name
Botania:lavaPendant, item.lavaPendant.name
Botania:goldenLaurel, item.goldenLaurel.name
Botania:magnetRing, item.magnetRing.name
Botania:waterRing, item.waterRing.name
Botania:miningRing, item.miningRing.name
Botania:terraPick, item.terraPick.name
Botania:divaCharm, item.divaCharm.name
Botania:flightTiara:0, Flügel Tiara
Botania:flightTiara:1, Flügel Tiara
Botania:flightTiara:2, Flügel Tiara
Botania:flightTiara:3, Flügel Tiara
Botania:flightTiara:4, Flügel Tiara
Botania:flightTiara:5, Flügel Tiara
Botania:flightTiara:6, Flügel Tiara
Botania:flightTiara:7, Flügel Tiara
Botania:flightTiara:8, Flügel Tiara
Botania:enderDagger, item.enderDagger.name
Botania:quartz:0, Smokey Quartz
Botania:quartz:1, Mana Quartz
Botania:quartz:2, Blaze Quartz
Botania:quartz:3, Lavender Quartz
Botania:quartz:4, Redquartz
Botania:quartz:5, Elven Quartz
Botania:quartz:6, Sunny Quartz
Botania:waterRod, item.waterRod.name
Botania:elementiumHelm, item.elementiumHelm.name
Botania:elementiumHelmReveal, item.elementiumHelmReveal.name
Botania:elementiumChest, item.elementiumChest.name
Botania:elementiumLegs, item.elementiumLegs.name
Botania:elementiumBoots, item.elementiumBoots.name
Botania:elementiumPick, item.elementiumPick.name
Botania:elementiumShovel, item.elementiumShovel.name
Botania:elementiumAxe, item.elementiumAxe.name
Botania:elementiumSword, item.elementiumSword.name
Botania:elementiumShears, item.elementiumShears.name
Botania:openBucket, item.openBucket.name
Botania:spawnerMover, item.spawnerMover.name
Botania:pixieRing, item.pixieRing.name
Botania:superTravelBelt, item.superTravelBelt.name
Botania:rainbowRod, item.rainbowRod.name
Botania:tornadoRod, item.tornadoRod.name
Botania:fireRod, item.fireRod.name
Botania:vineBall, item.vineBall.name
Botania:slingshot, item.slingshot.name
Botania:manaBottle, item.manaBottle.name
Botania:laputaShard:0, Shard of Laputa
Botania:laputaShard:4, Shard of Laputa
Botania:laputaShard:9, Shard of Laputa
Botania:laputaShard:14, Shard of Laputa
Botania:laputaShard:19, Shard of Laputa
Botania:virus:0, Necrodermal Virus
Botania:virus:1, Nullodermal Virus
Botania:reachRing, item.reachRing.name
Botania:skyDirtRod, item.skyDirtRod.name
Botania:itemFinder, item.itemFinder.name
Botania:superLavaPendant, item.superLavaPendant.name
Botania:enderHand, item.enderHand.name
Botania:glassPick, item.glassPick.name
Botania:spark, item.spark.name
Botania:sparkUpgrade:0, Spark Augment: Dispersive
Botania:sparkUpgrade:1, Spark Augment: Dominant
Botania:sparkUpgrade:2, Spark Augment: Recessive
Botania:sparkUpgrade:3, Spark Augment: Isolated
Botania:diviningRod, item.diviningRod.name
Botania:gravityRod, item.gravityRod.name
Botania:regenIvy, item.regenIvy.name
Botania:manaInkwell, item.manaInkwell.name
Botania:vial:0, Managlass Vial
Botania:vial:1, Alfglass Flask
Botania:brewVial, item.brewVial.name
Botania:brewFlask, item.brewFlask.name
Botania:bloodPendant, item.bloodPendant.name
Botania:missileRod, item.missileRod.name
Botania:holyCloak, item.holyCloak.name
Botania:unholyCloak, item.unholyCloak.name
Botania:craftingHalo, item.craftingHalo.name
Botania:blackLotus:0, Black Lotus
Botania:blackLotus:1, Blacker Lotus
Botania:monocle, item.monocle.name
Botania:clip, item.clip.name
Botania:cobbleRod, item.cobbleRod.name
Botania:smeltRod, item.smeltRod.name
Botania:worldSeed, item.worldSeed.name
Botania:spellCloth, item.spellCloth.name
Botania:thornChakram:0, Thorn Chakram
Botania:thornChakram:1, Flare Chakram
Botania:overgrowthSeed, item.overgrowthSeed.name
Botania:craftPattern:0, Crafting Pattern #1: 1x1
Botania:craftPattern:1, Crafting Pattern #2: 2x2
Botania:craftPattern:2, Crafting Pattern #3: 1x2
Botania:craftPattern:3, Crafting Pattern #4: 2x1
Botania:craftPattern:4, Crafting Pattern #5: 1x3
Botania:craftPattern:5, Crafting Pattern #6: 3x1
Botania:craftPattern:6, Crafting Pattern #7: 2x3
Botania:craftPattern:7, Crafting Pattern #8: 3x2
Botania:craftPattern:8, Crafting Pattern #9: Donut
Botania:ancientWill:0, Will of Ahrim
Botania:ancientWill:1, Will of Dharok
Botania:ancientWill:2, Will of Guthan
Botania:ancientWill:3, Will of Torag
Botania:ancientWill:4, Will of Verac
Botania:ancientWill:5, Will of Karil
Botania:corporeaSpark:0, Corporea Spark
Botania:corporeaSpark:1, Master Corporea Spark
Botania:livingwoodBow, item.livingwoodBow.name
Botania:crystalBow, item.crystalBow.name
Botania:cosmetic:0, Black Bowtie
Botania:cosmetic:1, Black Tie
Botania:cosmetic:2, Red Glasses
Botania:cosmetic:3, Puffy Scarf
Botania:cosmetic:4, Engineer Goggles
Botania:cosmetic:5, Eyepatch
Botania:cosmetic:6, Wicked Eyepatch
Botania:cosmetic:7, Red Ribbons
Botania:cosmetic:8, Pink Flower Bud
Botania:cosmetic:9, Polka-Dotted Bows
Botania:cosmetic:10, Blue Butterfly
Botania:cosmetic:11, Cat Ears
Botania:cosmetic:12, Witch Pin
Botania:cosmetic:13, Devil Tail
Botania:cosmetic:14, Kamui Eye
Botania:cosmetic:15, Googly Eyes
Botania:cosmetic:16, Four-Leafed Clover
Botania:cosmetic:17, Clock Eye
Botania:cosmetic:18, Unicorn Horn
Botania:cosmetic:19, Devil Horns
Botania:cosmetic:20, Hyper Plus
Botania:cosmetic:21, Botanist Emblem
Botania:cosmetic:22, Ancient Mask
Botania:cosmetic:23, Eerie Mask
Botania:cosmetic:24, Alien Antenna
Botania:cosmetic:25, Anaglyph Glasses
Botania:cosmetic:26, Orange Shades
Botania:cosmetic:27, Groucho Glasses
Botania:cosmetic:28, Thick Eyebrows
Botania:cosmetic:29, Lusitanic Shield
Botania:cosmetic:30, Tiny Potato Mask
Botania:cosmetic:31, Questgiver Mark
Botania:swapRing, item.swapRing.name
Botania:flowerBag, item.flowerBag.name
Botania:phantomInk, item.phantomInk.name
Botania:poolMinecart, item.poolMinecart.name
Botania:pinkinator, item.pinkinator.name
Botania:infiniteFruit, item.infiniteFruit.name
Botania:kingKey, item.kingKey.name
Botania:flugelEye, item.flugelEye.name
Botania:thorRing, item.thorRing.name
Botania:odinRing, item.odinRing.name
Botania:lokiRing, item.lokiRing.name
Botania:aesirRing, item.aesirRing.name
Botania:dice, item.dice.name
Botania:keepIvy, item.keepIvy.name
Botania:blackHoleTalisman:0, Black Hole Talisman
Botania:recordGaia1, item.recordGaia1.name
Botania:recordGaia2, item.recordGaia2.name
Botania:temperanceStone:0, Stone of Temperance
Botania:incenseStick, item.incenseStick.name
Botania:terraAxe, item.terraAxe.name
Botania:waterBowl, item.waterBowl.name
Botania:obedienceStick, item.obedienceStick.name
Botania:cacophonium, item.cacophonium.name
Botania:slimeBottle:0, Slime in a Bottle
Botania:starSword, item.starSword.name
Botania:exchangeRod, item.exchangeRod.name
Botania:magnetRingGreater, item.magnetRingGreater.name
Botania:thunderSword, item.thunderSword.name
Botania:manaweaveHelm, item.manaweaveHelm.name
Botania:manaweaveLegs, item.manaweaveLegs.name
Botania:manaweaveChest, item.manaweaveChest.name
Botania:manaweaveBoots, item.manaweaveBoots.name
Botania:autocraftingHalo, item.autocraftingHalo.name
Botania:gaiaHead, item.gaiaHead.name
Botania:sextant, item.sextant.name
Botania:speedUpBelt, item.speedUpBelt.name
Botania:baubleBox, item.baubleBox.name
BuildCraft|Core:wrenchItem, Wrench
BuildCraft|Core:mapLocation, Map Location
BuildCraft|Core:list:0, List
BuildCraft|Core:list:1, List
BuildCraft|Core:debugger, Debugger
BuildCraft|Core:woodenGearItem, Wood Gear
BuildCraft|Core:stoneGearItem, Stone Gear
BuildCraft|Core:ironGearItem, Iron Gear
BuildCraft|Core:goldGearItem, Gold Gear
BuildCraft|Core:diamondGearItem, Diamond Gear
BuildCraft|Core:paintbrush, Paintbrush
BuildCraft|Transport:pipeWaterproof, Pipe Sealant
BuildCraft|Transport:item.buildcraftPipe.pipeitemswood:0, Wooden Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemerald:0, Emerald Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemscobblestone:0, Cobblestone Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstone:0, Stone Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsquartz:0, Quartz Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsiron:0, Iron Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsgold:0, Golden Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdiamond:0, Diamond Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsobsidian:0, Obsidian Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemslapis:0, Lazuli Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdaizuli:0, Daizuli Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemssandstone:0, Sandstone Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsvoid:0, Void Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemzuli:0, Emzuli Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstripes:0, Stripes Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsclay:0, Clay Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidswood:0, Wooden Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidscobblestone:0, Cobblestone Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsstone:0, Stone Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsquartz:0, Quartz Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsiron:0, Iron Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsgold:0, Golden Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsemerald:0, Emerald Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsdiamond:0, Diamond Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidssandstone:0, Sandstone Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsvoid:0, Void Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsclay:0, Clay Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerwood:0, Wooden Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowercobblestone:0, Cobblestone Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerstone:0, Stone Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerquartz:0, Quartz Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepoweriron:0, Iron Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowergold:0, Golden Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerdiamond:0, Diamond Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepoweremerald:0, Emerald Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowersandstone:0, Sandstone Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipestructurecobblestone:0, Cobblestone Structure Pipe
BuildCraft|Transport:pipeWire:0, Red Pipe Wire
BuildCraft|Transport:pipeWire:1, Blue Pipe Wire
BuildCraft|Transport:pipeWire:2, Green Pipe Wire
BuildCraft|Transport:pipeWire:3, Yellow Pipe Wire
BuildCraft|Transport:pipeGate, item.pipeGate.name
BuildCraft|Transport:pipePlug, item.pipePlug.name
BuildCraft|Transport:pipeLens:0, Lens (Black)
BuildCraft|Transport:pipeLens:1, Lens (Red)
BuildCraft|Transport:pipeLens:2, Lens (Green)
BuildCraft|Transport:pipeLens:3, Lens (Brown)
BuildCraft|Transport:pipeLens:4, Lens (Blue)
BuildCraft|Transport:pipeLens:5, Lens (Purple)
BuildCraft|Transport:pipeLens:6, Lens (Cyan)
BuildCraft|Transport:pipeLens:7, Lens (Light Gray)
BuildCraft|Transport:pipeLens:8, Lens (Gray)
